orbit,bx,phi,eta,pt,charge
18477814,3531,-2.6289,-0.358875,4,-1
18480172,3550,1.46171,-0.76125,7.5,1
18480211,3456,1.62534,-0.467625,15.5,1
18480211,3458,-0.567232,-0.424125,13.5,-1
18489578,3461,0.894481,0,4.5,-1
18489578,3462,0.850848,0,11.5,-1
18492288,3520,1.5708,0.80475,3.5,-1
18493899,3475,-1.41808,-0.80475,15,1
18496667,3509,-2.31256,0.28275,11.5,-1
18497676,3517,-1.5817,-0.685125,3.5,-1
18499270,3494,-2.29074,0.3915,3.5,-1
18499899,3459,-2.85798,0,3.5,-1
18503413,3466,1.51625,0,10.5,-1
18505264,3524,1.7017,-0.1305,8.5,-1
18505484,3446,1.50535,0.80475,3.5,-1
18505484,3448,-1.37445,-0.358875,4,1
18507759,3480,1.15628,-0.358875,23,1
18507759,3481,1.15628,-0.511125,50.5,1
18507759,3482,-2.13803,0,39.5,-1
18513314,3459,1.31991,-0.3915,3,1
18518508,3510,-1.4399,0,3.5,1
18519483,3467,2.18166,0,3,1
18521027,3520,-1.41808,0,6.5,-1
18523050,3501,-2.03985,0,6,1
18523095,3507,1.00356,-0.80475,3.5,-1
18528174,3498,2.01804,0,3,1
18528611,3541,-2.68344,-0.76125,10,1
18528611,3542,-2.70526,-0.685125,7.5,1
18532443,3517,-1.27627,0.163125,64.5,-1
18534077,3490,1.14537,-0.358875,3.5,-1
18534077,3491,-1.21082,-0.424125,3.5,1
18535023,3545,1.69079,-0.685125,5.5,1
18535023,3547,-1.73442,-0.76125,8,-1
18536641,3499,1.50535,0,4.5,1
18537731,3515,-1.45081,-0.76125,47,-1
18542411,3478,-1.48353,0,3,-1
18544307,3511,1.4508,0.80475,3.5,-1
18546511,3530,1.60352,0,3,-1
18549073,3516,1.46171,0,16,-1
18549073,3517,1.46171,0,56.5,-1
18549073,3518,-0.850848,0.609,64.5,-1
18549263,3551,0.501782,-0.424125,10.5,-1
18550951,3466,1.78896,-0.728625,3.5,1
18550951,3468,-2.3671,0.532875,3.5,-1
18552610,3468,1.95259,-0.315375,6,1
18560187,3496,2.58527,-0.685125,4.5,1
18562026,3528,-2.47619,-0.358875,4,-1
18562531,3551,0.687223,-0.467625,9.5,1
18564153,3509,-1.5817,0.80475,3.5,1
18565447,3478,-2.57436,0,34,1
18568053,3503,1.7017,-0.424125,3.5,-1
18576665,3502,-2.26893,-0.80475,3.5,-1
18586601,3538,1.72351,-0.80475,3.5,-1
18589670,3457,1.86532,0.358875,3.5,1
18589670,3459,-2.08349,0.511125,3,-1
18591274,3468,-2.39983,-0.23925,7.5,-1
18591457,3501,-1.28718,-0.511125,7,-1
18592337,3463,1.69079,-0.511125,12,1
18592337,3464,-1.28718,-0.511125,17,1
18592337,3464,-1.93077,0.23925,15,-1
18598780,3544,1.61443,0.206625,3.5,1
18604271,3478,1.34172,0,6.5,-1
18609395,3448,1.59261,-0.28275,2.5,1
18610885,3448,-1.5708,-0.554625,3,-1
18612077,3491,1.40717,-0.685125,10,-1
18618095,3487,1.74533,0,10,-1
18618450,3492,1.52716,-0.184875,8,-1
18619504,3506,1.98531,-0.685125,4.5,1
18619980,3469,0.861756,-0.3915,8,-1
18619980,3470,-1.50535,-0.80475,9,1
18624004,3544,2.19257,0.41325,3.5,-1
18625799,3550,2.51982,-0.358875,9.5,1
18626610,3468,1.09083,-0.41325,5.5,-1
18626610,3469,-1.82169,0,3.5,1
18627154,3470,1.66897,0.511125,3.5,1
18627154,3472,-2.43255,0.424125,3.5,-1
18628266,3541,2.42164,-0.76125,3.5,1
18628266,3543,-1.18901,0.424125,3.5,-1
18631040,3547,1.7017,-0.76125,3,1
18631746,3478,-1.9744,0,3.5,1
18634358,3494,1.8435,-0.424125,3.5,1
18634358,3495,-1.63625,0,2.5,-1
18634847,3543,2.54164,-0.80475,4,-1
18638118,3494,-0.70904,-0.3915,3,1
18638118,3495,-0.70904,-0.511125,5,1
18643999,3507,-0.665407,0.685125,5,-1
18650466,3463,-1.64715,-0.358875,4,-1
18651129,3501,2.00713,-0.80475,3.5,1
18651684,3549,1.62534,-0.424125,7,-1
18659932,3463,1.79987,0.685125,9.5,1
18660703,3508,-1.34172,0.163125,3.5,1
18660703,3508,-1.1781,0,3,1
18662286,3524,2.06167,0.358875,3.5,1
18664147,3468,-2.37801,0.206625,7.5,-1
18664278,3478,-1.10174,-0.641625,3,1
18664910,3492,-1.8435,0.206625,8.5,1
18671093,3513,0.436332,0.80475,41.5,-1
18673756,3550,1.54898,0,3.5,1
18675191,3460,0.818123,-0.80475,6,-1
18675570,3475,-1.0472,-0.76125,6.5,1
18676069,3461,-1.62534,0.10875,5.5,1
18677915,3464,2.78162,0.685125,3.5,1
18680553,3445,1.13446,0.76125,10,-1
18681303,3541,1.5708,0.424125,31,1
18681303,3543,-2.78162,0.511125,17,1
18682343,3500,1.76715,-0.685125,4.5,1
18682476,3544,1.75624,-0.511125,8.5,1
18682476,3545,-2.87979,0.511125,44.5,-1
18683380,3496,1.59261,0.80475,6,1
18684934,3496,1.69079,-0.358875,6.5,1
18684934,3497,1.7126,-0.511125,2.5,1
18686133,3497,1.01447,0.685125,3.5,-1
18687160,3483,1.75624,0.685125,4.5,1
18687160,3485,-1.78896,0.76125,3.5,-1
18693646,3541,-2.53073,0.80475,3.5,-1
18695708,3550,1.42899,-0.315375,5.5,-1
18697924,3457,-2.06167,-0.358875,3.5,-1
18699168,3549,1.41808,-0.36975,4,-1
18699556,3490,1.21082,-0.80475,3.5,-1
18700415,3513,1.69079,-0.206625,4,-1
18703652,3526,1.77805,0.358875,5,1
18703890,3476,1.12356,-0.06525,14,-1
18703890,3481,1.12356,-0.10875,3.5,-1
18703890,3482,1.11265,0,13,-1
18705016,3509,2.05076,-0.511125,4,1
18707302,3514,-0.479966,0.358875,8,-1
18707420,3491,2.02895,-0.685125,3.5,1
18707420,3492,2.14894,-0.80475,3.5,1
18707853,3534,-1.62534,-0.467625,3.5,-1
18711965,3535,1.15628,0.511125,3,-1
18713520,3484,-1.86532,-0.36975,3,-1
18714142,3504,-1.62534,0.76125,3.5,-1
18717274,3538,-1.77805,-0.424125,3.5,-1
18717950,3505,1.7017,-0.76125,63,-1
18719927,3530,-2.11621,-0.511125,7,-1
18725205,3545,-1.49444,-0.228375,10,-1
18729187,3470,2.29074,-0.358875,3.5,1
18735069,3478,1.42899,-0.163125,8.5,-1
18735069,3480,-2.15985,0.10875,9,1
18738309,3531,-1.40717,0,5,1
18742627,3484,1.73442,0.80475,18,-1
18742627,3485,-2.1053,0.76125,13.5,1
18743637,3483,1.309,-0.358875,4.5,-1
18746241,3492,2.73799,0,3,1
18757995,3516,1.16719,0.511125,6.5,-1
18761234,3515,1.53807,-0.3915,26.5,1
18761234,3517,-0.70904,-0.3915,22.5,-1
18764256,3476,1.55989,-0.424125,5.5,-1
18767398,3543,-2.17075,0.685125,3.5,-1
18769115,3463,0.632682,0.554625,3,1
18769115,3464,2.78162,0.424125,4,-1
18773769,3539,1.85441,0.424125,3.5,1
18775411,3483,2.05076,0.511125,28,1
18777131,3547,1.75624,-0.80475,11,1
18779865,3464,-1.5817,0.80475,6,-1
18780949,3525,-2.86889,-0.23925,59.5,1
18783798,3500,1.64715,-0.685125,42,-1
18784249,3464,1.99622,0,3.5,-1
18784249,3465,1.88714,0,3.5,-1
18784276,3474,1.8435,0.685125,3.5,1
18789921,3536,-2.24711,0.424125,3.5,-1
18795020,3520,-0.621774,-0.511125,3.5,1
18795514,3495,1.26536,-0.424125,3.5,1
18798356,3480,0.621774,-0.685125,5,-1
18798356,3482,-2.11621,-0.511125,7.5,1
18798356,3482,-2.15985,-0.358875,5,1
18806146,3478,-2.08349,0.80475,3.5,1
18810700,3500,1.7126,0.76125,15,1
18811364,3548,-3.01069,-0.80475,3.5,-1
18811814,3446,1.51625,0,4.5,1
18819656,3455,1.9744,0.80475,5,-1
18819785,3451,2.22529,-0.41325,4,1
18819785,3453,-2.25802,0,4.5,-1
18822826,3504,1.82169,-0.358875,4.5,1
18822995,3543,1.12356,0.358875,4.5,-1
18824587,3537,2.6289,-0.28275,36.5,-1
18824587,3538,-0.414516,0.80475,37.5,1
18826878,3481,2.35619,-0.358875,4.5,1
18828627,3465,1.52716,0,27,1
18828627,3466,-1.62534,-0.424125,28.5,-1
18828807,3519,1.66897,0.163125,139.5,1
18830372,3445,1.51625,-0.206625,11.5,-1
18832064,3449,1.03629,-0.511125,5.5,-1
18834237,3495,2.01804,0,3,1
18834237,3496,-2.09439,0.511125,3.5,-1
18834237,3496,-1.98531,0.358875,3.5,-1
18835612,3546,-0.90539,0.6525,3.5,1
18836005,3547,1.22173,-0.80475,8.5,-1
18836005,3547,1.27627,-0.685125,7,-1
18837264,3509,1.18901,-0.793875,3.5,-1
18843433,3473,-0.927206,0.489375,3.5,1
18844383,3469,2.44346,0.80475,28.5,-1
18846423,3450,-1.10174,0.36975,7.5,-1
18849066,3485,-0.730857,0.76125,7,-1
18858809,3538,0.992656,0.532875,7.5,1
18858809,3540,-2.08349,0,7,-1
18860977,3449,1.64715,-0.358875,3.5,1
18860977,3451,-2.43255,-0.511125,3,-1
18861402,3487,-1.52716,0.358875,4.5,-1
18861715,3481,0.109083,-0.28275,8.5,-1
18863838,3484,1.65806,0.554625,3,1
18863838,3484,1.50535,0.554625,3.5,1
18863838,3486,-2.65072,-0.28275,3,-1
18864923,3516,1.90895,0.3915,4,-1
18867495,3467,1.59261,0.80475,3.5,1
18875477,3520,1.24355,-0.424125,3.5,-1
18879244,3528,1.7126,-0.685125,3.5,1
18879244,3530,-1.25446,-0.511125,3,-1
18882631,3504,1.27627,-0.358875,3.5,-1
18885099,3475,-1.13446,0.315375,5.5,1
18885876,3550,1.39626,-0.685125,5,-1
18892564,3473,-2.07258,-0.76125,3,-1
18895542,3521,2.19257,0,3.5,1
18900809,3450,-2.20348,-0.511125,26.5,-1
18900809,3450,-2.18166,-0.358875,4.5,-1
18901172,3445,2.06167,-0.28275,98.5,-1
18906663,3456,1.29809,-0.532875,5.5,1
18908858,3512,1.94168,0.685125,139.5,1
18908858,3514,-1.12356,0,139.5,-1
18909226,3501,1.66897,-0.511125,3.5,1
18909484,3511,1.33081,-0.41325,3.5,-1
18909484,3512,1.23264,-0.511125,5,-1
18910658,3523,-2.92343,-0.358875,3.5,-1
18917339,3515,1.7017,-0.685125,4.5,1
18917339,3517,-1.86532,-0.358875,4.5,-1
18917504,3552,0.894481,-0.685125,5,-1
18917623,3504,-2.44346,0.511125,5.5,-1
18920364,3457,1.73442,0,3,-1
18920788,3541,-1.69079,-0.80475,3.5,1
18922558,3499,-0.970839,-0.641625,3.5,1
18931808,3466,1.11265,0.685125,3.5,-1
18932630,3479,0.77449,-0.728625,3.5,-1
18932630,3480,0.632682,-0.80475,3.5,-1
18932630,3481,-1.63625,-0.685125,3.5,1
18933688,3462,2.61799,0.80475,139.5,1
18935396,3465,-0.370883,-0.80475,3.5,1
18935421,3544,1.52716,0.76125,76.5,-1
18942733,3486,0.927206,0,3.5,-1
18950403,3480,-1.47262,0.532875,5.5,1
18952829,3541,2.22529,0.261,3.5,1
18952829,3542,-1.5708,0,5,-1
18953675,3547,-1.63625,0.10875,3.5,-1
18953885,3496,-1.24355,0.609,3.5,1
18956817,3462,-1.55989,-0.76125,63.5,-1
18960903,3524,1.0472,0.511125,3,-1
18960903,3525,-1.42899,0,3,1
18960903,3525,-1.21082,-0.641625,3,1
18967084,3511,1.94168,-0.358875,3.5,-1
18968949,3522,-1.35263,-0.358875,4,1
18977637,3475,2.2362,0,3,1
18978451,3541,1.19991,-0.76125,3,-1
18978451,3543,-2.00713,0.23925,4,1
18980083,3539,2.0944,0,5.5,-1
18980083,3540,2.05076,0,5,-1
18987307,3521,0.829031,-0.80475,3.5,-1
18989256,3475,0.676315,-0.80475,18,1
18991433,3467,1.50535,0.206625,60,-1
18992959,3453,1.12356,-0.685125,5.5,-1
18992959,3455,-1.9744,-0.424125,7.5,1
18994556,3486,1.90895,-0.261,4,1
18997242,3465,1.85441,-0.315375,3.5,-1
19001635,3485,1.7017,-0.6525,5.5,-1
19001635,3487,-0.698132,-0.3915,139.5,-1
19003357,3491,-1.50535,0.467625,7,-1
19006850,3525,1.81078,-0.685125,4.5,1
19009491,3491,-1.26536,0,3.5,1
19009621,3545,2.06167,-0.315375,3.5,1
19010329,3462,2.7598,0,3.5,1
19010385,3522,1.47262,-0.23925,5.5,1
19010385,3523,1.47262,0,9,1
19013159,3454,2.07258,0.80475,6,-1
19015765,3458,1.64715,-0.511125,5,1
19017589,3490,0.57814,0.685125,3.5,-1
19018195,3543,-1.77805,-0.511125,15,-1
19020612,3466,-2.84707,0,3,1
19022280,3522,1.18901,0,3.5,-1
19024604,3532,1.7017,-0.511125,4,1
19024604,3533,-2.7598,-0.80475,3.5,-1
19025483,3545,2.59618,0.358875,6.5,1
19030738,3470,0.359974,-0.685125,4,-1
19030738,3472,-2.07258,0,2.5,1
19030910,3479,-1.66897,-0.685125,3.5,1
19031925,3472,-0.992656,-0.467625,110.5,1
19034435,3547,1.87623,-0.511125,3,1
19035570,3446,2.34529,-0.685125,4.5,1
19035570,3448,-1.19991,-0.424125,3.5,-1
19038361,3473,1.51625,0.511125,3,1
19039518,3489,-0.392699,-0.685125,4,1
19039594,3480,1.37445,-0.685125,5.5,-1
19039594,3482,-2.21439,-0.511125,5.5,1
19043083,3502,-2.11621,0,5.5,-1
19045010,3524,1.47262,-0.358875,4,-1
19045040,3480,1.75624,-0.685125,6.5,1
19045949,3519,1.76715,0,3.5,1
19046215,3508,1.48353,-0.80475,3.5,1
19046215,3509,-0.90539,-0.80475,3.5,-1
19054616,3451,1.4399,-0.10875,3.5,-1
19056489,3488,1.18901,-0.80475,3.5,-1
19056489,3490,-2.17075,-0.467625,4,1
19057734,3544,1.54898,-0.80475,27.5,-1
19057734,3546,-1.66897,-0.467625,23,1
19057873,3473,-0.698132,-0.424125,7,1
19057873,3473,-0.719949,-0.358875,6,1
19063110,3538,2.66163,-0.358875,3.5,1
19068812,3535,1.64715,-0.76125,8.5,-1
19069031,3480,1.69079,-0.685125,3.5,1
19069042,3475,1.0472,-0.23925,18,-1
19072163,3496,-2.39983,-0.685125,3.5,-1
19074230,3483,2.05076,0,3.5,1
19074517,3519,2.24711,0.80475,3.5,1
19076680,3548,1.77805,-0.685125,3.5,1
19081418,3501,1.50535,-0.358875,11.5,1
19081418,3502,1.48353,-0.511125,2.5,-1
19086780,3501,1.76715,-0.685125,3.5,1
19086859,3475,1.76715,0,4,1
19090471,3468,1.76715,0,139.5,1
19091940,3502,-1.31991,0.685125,6.5,1
19099344,3544,3.10887,-0.1305,2.5,-1
19110625,3510,-1.09083,-0.641625,3.5,1
19111545,3461,-1.9635,0.685125,4,1
19115612,3501,2.00713,-0.511125,3,1
19119782,3447,2.95615,0.511125,4.5,1
19120384,3459,1.19991,0.80475,7.5,-1
19120384,3461,-2.21439,0,14.5,1
19124009,3520,-0.447241,0,5,-1
19133951,3505,1.18901,0.511125,4,-1
19134832,3479,-0.512691,0.685125,3.5,1
19141266,3483,2.33438,-0.358875,4.5,-1
19141266,3485,-0.370883,0.80475,4.5,1
19143805,3515,2.05076,0.80475,3.5,1
19146604,3504,1.10174,0.358875,3.5,1
19147454,3551,-0.512691,0.511125,3,1
19149885,3504,1.62534,-0.80475,3.5,-1
19152892,3505,1.60352,0,6.5,-1
19154401,3494,-2.15985,0.685125,3.5,-1
19155223,3474,1.61443,0.80475,3.5,-1
19160743,3445,1.63625,-0.80475,3.5,1
19163040,3505,-1.23264,-0.76125,3,-1
19166700,3465,2.15984,0.685125,5,1
19171730,3463,1.09083,-0.358875,3.5,1
19171776,3498,0.370882,0.358875,4,-1
19172155,3533,1.95259,0,11,1
19174752,3470,2.00713,0.511125,4.5,1
19174965,3534,1.74533,-0.685125,3.5,1
19181721,3545,1.95259,-0.80475,11,1
19181721,3546,-2.99978,-0.511125,7.5,1
19186822,3506,-2.27984,-0.80475,3.5,-1
19187920,3514,1.77805,0,4.5,1
19190448,3470,1.16719,0.511125,5.5,-1
19193056,3545,-2.61799,-0.358875,3.5,-1
19193585,3533,1.41808,-0.685125,3.5,-1
19195673,3523,-1.87623,0.685125,4,1
19198008,3451,2.1053,0,3.5,1
19202301,3467,2.68344,0.3915,4.5,1
19202301,3468,-1.0472,0.489375,5,-1
19202376,3550,-1.22173,-0.424125,7.5,1
19204385,3483,-0.883573,0.609,4,1
19207690,3552,2.06167,-0.685125,4.5,1
19208579,3492,-1.18901,0.609,2.5,1
19208957,3475,2.66163,-0.41325,3.5,1
19208957,3476,2.79253,-0.36975,3,1
19209278,3534,1.42899,0.3915,96.5,-1
19213837,3543,2.37801,0.511125,12,1
19216780,3445,-2.05076,0,4.5,-1
19217079,3463,1.15628,0.511125,4.5,-1
19218091,3451,1.75624,0,4.5,-1
19222009,3528,-2.57436,0.80475,3.5,-1
19223255,3456,1.40717,-0.80475,8.5,1
19234320,3447,-1.8435,0.358875,4.5,-1
19236113,3450,1.19991,0.358875,3.5,1
19236113,3452,-2.77071,0.80475,3.5,-1
19239595,3510,-2.71617,0.76125,3.5,-1
19241615,3529,2.61799,0.685125,3.5,1
19241615,3530,-1.02538,0,4.5,-1
19244537,3470,-1.86532,0.685125,5.5,-1
19245665,3460,0.0545415,0,22,-1
19248283,3538,0.447241,0.685125,3.5,-1
19248631,3472,1.49444,-0.261,72,-1
19248631,3474,-1.309,0.36975,50.5,-1
19251415,3490,1.76715,-0.315375,4.5,1
19253295,3523,1.02538,-0.511125,3,-1
19254452,3504,-0.469057,0.163125,3.5,1
19256094,3525,1.28718,-0.054375,4,-1
19257042,3543,1.91986,-0.511125,5.5,1
19257042,3544,-1.82169,0,6.5,-1
19257042,3544,-1.76715,0.358875,4.5,-1
19257380,3549,1.82169,-0.424125,3.5,1
19262047,3453,1.49444,0.685125,5,-1
19263745,3466,-0.894481,0,4.5,1
19264480,3553,-2.18166,0,10,-1
19264480,3554,-2.18166,0,10,-1
19264480,3555,-2.18166,0,10,-1
19268087,3503,-1.16719,-0.467625,16,1
19269069,3503,-0.490874,0.80475,3.5,1
19273458,3512,1.14537,-0.163125,3,-1
19273458,3513,-1.06901,0.054375,3,1
19273458,3514,-1.06901,0,3,1
19277660,3483,1.64715,-0.435,6,-1
19279936,3511,-1.35263,0.358875,5,1
19282111,3550,3.04342,-0.424125,3.5,-1
19282123,3523,1.53807,0,29,1
19283202,3468,1.93077,0,3.5,1
19284093,3461,1.76715,-0.80475,7,1
19289098,3485,-2.1053,0.511125,3.5,-1
19289098,3485,-1.99622,0.358875,3.5,-1
19290552,3549,1.34172,-0.80475,6,-1
19290552,3551,-2.2362,-0.80475,6,1
19293559,3546,1.4508,-0.511125,13,-1
19295339,3492,1.19991,0,11,1
19297907,3541,1.38535,-0.76125,9,-1
19297907,3543,-1.1781,-0.80475,11,1
19299618,3512,-3.07614,-0.435,3.5,1
19302115,3500,2.03985,0.261,3.5,1
19302115,3501,2.21439,0.261,3,1
19302115,3502,-2.03985,-0.261,3.5,-1
19305920,3500,1.64715,0,5,1
19305920,3501,1.67988,-0.163125,10.5,1
19311128,3509,2.02895,0.511125,3.5,1
19311128,3510,-1.93077,0.511125,3.5,-1
19312264,3481,2.22529,-0.358875,3.5,1
19316761,3489,0.632682,-0.80475,3.5,-1
19317712,3464,2.47619,0,81,1
19317712,3465,-0.578141,-0.619875,89,-1
19320640,3527,2.00713,-0.511125,13,-1
19320640,3528,-1.12356,-0.424125,16.5,1
19326104,3534,0.807215,0.76125,5.5,-1
19326104,3536,-2.01804,0.76125,5,1
19326475,3474,1.39626,0.511125,3.5,-1
19329387,3507,3.10887,0.511125,2.5,-1
19331310,3520,-0.0327252,-0.511125,2.5,-1
19332649,3458,1.67988,-0.424125,6,-1
19332649,3460,-1.05811,0.76125,6,1
19334918,3537,1.12356,-0.685125,4,-1
19337484,3540,1.65806,-0.424125,3,1
19339683,3474,-1.53807,0.358875,5.5,1
19339803,3551,1.76715,0,3.5,1
19339998,3452,-2.498,-0.554625,11.5,-1
19344912,3481,-1.45081,-0.685125,4,1
19346034,3527,2.12712,-0.435,3.5,1
19346610,3469,1.63625,-0.685125,9,1
19352099,3460,-1.63625,-0.10875,19,-1
19353370,3493,2.65072,0.685125,3.5,1
19356993,3488,1.64715,-0.511125,6,-1
19357123,3482,-2.09439,-0.685125,3.5,1
19358263,3498,-1.59261,-0.80475,5,1
19365745,3500,1.63625,-0.685125,7.5,1
19370903,3501,1.00356,-0.228375,3,-1
19370903,3502,-0.64359,0,3,1
19374866,3472,2.18166,0.685125,19,1
19374866,3474,-0.90539,0.489375,22.5,-1
19378069,3521,1.48353,-0.424125,9,1
19383480,3454,1.4508,-0.685125,5.5,-1
19392488,3453,-0.665407,-0.80475,3.5,1
19394264,3485,1.37445,-0.424125,11,-1
19394560,3462,0.927206,-0.685125,5,-1
19395069,3487,1.51625,-0.261,5.5,-1
19399024,3507,0.981748,0.435,4,-1
19400634,3495,1.69079,0.685125,4.5,-1
19402008,3457,1.85441,-0.3915,8.5,1
19410486,3467,1.66897,0,3.5,1
19413670,3505,1.52716,-0.685125,5.5,1
19422641,3532,2.13803,-0.358875,3.5,-1
19422799,3530,2.24711,-0.511125,3,1
19423658,3501,1.12356,0.685125,3.5,-1
19425317,3498,-1.72351,0.163125,4.5,1
19432095,3462,-1.46171,0.685125,11,1
19432280,3533,1.07992,0.36975,4,1
19432795,3524,2.01804,-0.358875,3.5,-1
19433377,3451,1.4399,-0.76125,3.5,-1
19433386,3468,1.63625,0,7,1
19433386,3470,-0.414516,0.80475,5,-1
19435460,3538,-1.55989,-0.80475,3.5,1
19437854,3533,1.37445,-0.358875,6.5,-1
19443829,3451,1.33081,-0.358875,3.5,-1
19443829,3452,-0.349066,-0.511125,3,1
19443867,3488,2.26893,0,9,-1
19443867,3489,-0.599957,-0.467625,12.5,1
19445578,3544,-2.3671,-0.358875,3.5,-1
19450413,3469,-1.8326,0.511125,7.5,-1
19451557,3495,1.69079,0.685125,3.5,1
19451800,3462,1.8435,-0.619875,3,1
19456105,3528,-2.45437,-0.358875,4.5,1
19459055,3521,1.18901,-0.80475,3.5,-1
19459796,3499,1.65806,-0.619875,12,-1
19460822,3471,1.46171,-0.80475,8,-1
19461691,3514,0.785398,0.315375,3.5,-1
19461691,3515,-1.93077,-0.45675,10,1
19463543,3503,-1.14537,0.685125,3.5,-1
19470050,3484,1.76715,0.358875,3.5,1
19475482,3548,2.35619,0.358875,10,1
19479261,3496,1.14537,0.076125,3.5,-1
19481137,3525,-2.32347,-0.80475,9,-1
19481614,3513,1.55989,0,10.5,1
19481614,3514,-2.46528,0.511125,15,-1
19481614,3514,-2.45437,0.685125,4.5,-1
19485106,3538,1.76715,-0.511125,17,1
19486710,3476,2.13803,0,3.5,-1
19486710,3477,-0.174533,-0.511125,3,1
19489558,3515,-2.55254,0.511125,9,1
19492294,3542,-0.818123,0.685125,72,-1
19493218,3458,1.00356,-0.76125,3.5,-1
19494003,3515,1.74533,0.80475,4.5,1
19499560,3461,1.36354,0.424125,3.5,1
19501285,3456,1.26536,-0.685125,3.5,-1
19502745,3543,0.490874,0.80475,3.5,-1
19504017,3545,1.15628,-0.685125,5.5,1
19505654,3445,-0.894481,0.609,6.5,1
19509795,3518,1.03629,0.511125,3.5,1
19513203,3505,1.22173,-0.80475,27.5,1
19513203,3507,-1.94168,0,29,-1
19517299,3473,-1.7017,0.76125,6.5,-1
19518720,3472,-2.06167,0.206625,5.5,1
19519463,3546,1.72351,-0.685125,20,1
19524241,3454,1.14537,-0.358875,4,-1
19527845,3553,1.74533,-0.685125,4.5,1
19527845,3554,1.74533,-0.685125,4.5,1
19527845,3555,1.74533,-0.685125,4.5,1
19535111,3515,1.25446,0,3.5,-1
19540011,3468,1.75624,-0.685125,3.5,-1
19540787,3462,1.40717,-0.424125,12,-1
19540787,3463,-1.06901,0,16,1
19543020,3470,1.62534,-0.511125,14,1
19543020,3471,-1.48353,-0.467625,13,-1
19544314,3481,1.77805,-0.358875,7.5,1
19544314,3482,-0.970839,0.076125,9,-1
19544314,3483,-0.970839,0.163125,9,-1
19544841,3552,1.49444,-0.3915,3.5,1
19552356,3542,1.54898,0.467625,4,-1
19552991,3493,-2.20348,-0.80475,139.5,1
19555211,3462,3.13068,0,6,1
19555211,3463,-3.09796,0,4.5,1
19556269,3541,1.19991,0,3.5,1
19557864,3550,-0.883573,-0.76125,8,-1
19558312,3501,1.99622,-0.511125,5.5,1
19563093,3513,1.47262,-0.511125,22.5,1
19563093,3514,-1.85441,0,22.5,-1
19567007,3490,1.31991,-0.76125,3,-1
19567007,3491,-1.61443,-0.467625,5.5,1
19567007,3492,-1.61443,-0.511125,6.5,1
19568316,3533,1.77805,-0.358875,3.5,1
19570135,3485,1.4508,-0.728625,4,-1
19570513,3533,1.12356,-0.76125,29.5,1
19571873,3503,-2.67254,0.685125,5,-1
19571873,3504,-2.70526,0,4.5,-1
19575102,3523,-1.48353,0.76125,7,-1
19577828,3534,2.03985,0.80475,3.5,-1
19578668,3521,1.39626,0,4.5,-1
19578668,3522,1.34172,0,5,-1
19578668,3523,-2.12712,0.6525,3,1
19579505,3449,-0.381791,-0.358875,5,1
19579744,3450,2.01804,-0.685125,3.5,1
19584562,3486,1.24355,-0.511125,15,1
19586227,3543,1.60352,-0.6525,3.5,-1
19586858,3466,1.66897,0.511125,12.5,1
19591377,3494,1.66897,0.685125,3.5,-1
19591377,3496,0.1309,0.511125,3.5,1
19592581,3446,0.796306,0.511125,3,-1
19593408,3503,-0.359974,-0.467625,3.5,1
19593507,3524,1.40717,-0.685125,8.5,-1
19600466,3525,-1.61443,0.261,3.5,1
19600862,3486,1.07992,-0.424125,7.5,-1
19600862,3488,-2.2362,-0.511125,9,1
19602703,3446,1.22173,-0.358875,4,-1
19602751,3506,0.676315,-0.80475,5.5,1
19606173,3462,2.17075,0,9,1
19606173,3463,-1.23264,0.489375,7.5,-1
19612336,3476,-2.13803,-0.76125,14.5,-1
19613124,3484,1.48353,-0.424125,3.5,-1
19614282,3470,1.15628,-0.685125,4,1
19616954,3490,1.73442,-0.685125,4.5,1
19617764,3538,1.63625,-0.511125,5.5,1
19617764,3539,-0.447241,-0.424125,4,-1
19617902,3517,1.13446,-0.358875,5,-1
19617902,3519,-1.95259,0.685125,5.5,1
19619841,3531,0.970839,0,4.5,1
19619841,3533,-2.63981,0.6525,6.5,-1
19623048,3533,2.02895,0,3.5,1
19624230,3484,2.00713,-0.424125,3.5,1
19624424,3544,1.62534,0.76125,3.5,-1
19627574,3527,-0.796306,-0.206625,28,-1
19631718,3483,1.37445,0,9,-1
19638331,3510,1.37445,-0.358875,5.5,-1
19644294,3504,1.8435,0,125.5,1
19644294,3505,-1.4399,0.76125,85.5,-1
19648617,3518,1.51625,0,4.5,-1
19648644,3535,1.86532,0,3.5,1
19648644,3536,-2.2362,-0.685125,4.5,-1
19660295,3512,-1.69079,0,4,1
19660308,3473,1.94168,-0.76125,6.5,-1
19662863,3454,1.28718,0.685125,5,-1
19667116,3456,0.51269,0.511125,3,-1
19668286,3531,0.599957,-0.685125,4.5,-1
19668286,3533,-2.25802,-0.511125,6,1
19668286,3534,-2.25802,-0.511125,6,1
19670528,3549,0.970839,-0.80475,3.5,-1
19674621,3498,2.0944,0,3.5,1
19676231,3535,2.05076,-0.685125,3.5,1
19678259,3534,2.33438,0.36975,4,1
19678259,3535,2.43255,0.511125,3,1
19678935,3493,1.74533,0.511125,27,1
19679427,3459,1.4399,0,3.5,-1
19680639,3469,1.24355,0.554625,6.5,-1
19681272,3550,-1.63625,0.10875,4,1
19681272,3550,-1.52716,0.10875,3,1
