orbit,bx,phi,eta,pt,charge
17524285,3464,-1.09083,-0.41325,10,1
17524506,3490,1.15628,-0.685125,3.5,-1
17530404,3472,-1.72351,0.76125,16,-1
17530743,3448,1.77805,-0.467625,8,1
17530743,3450,0.501782,0.511125,3,-1
17533210,3508,1.309,-0.76125,8.5,-1
17538199,3458,1.31991,-0.511125,4,-1
17546236,3447,2.08349,-0.685125,6.5,1
17546236,3450,-1.06901,-0.641625,9.5,-1
17547061,3478,1.28718,0.358875,3.5,-1
17547306,3493,-1.5817,0.36975,6,-1
17550624,3518,1.65806,0.80475,6.5,-1
17550624,3519,-1.31991,0.80475,7,1
17552121,3543,1.79987,-0.685125,5,1
17552973,3500,-0.698132,0.685125,3.5,1
17553839,3461,2.19257,-0.511125,4,1
17554917,3552,2.06167,-0.685125,3.5,1
17557185,3493,-1.5708,0.80475,3.5,-1
17558500,3514,-2.19257,-0.424125,3.5,-1
17559450,3487,1.67988,0.163125,5.5,1
17559450,3489,-2.46528,0,3.5,-1
17562918,3501,1.98531,-0.511125,3.5,1
17565625,3496,-1.28718,0.489375,5.5,-1
17566457,3509,2.50891,0.358875,3.5,1
17568593,3498,1.94168,-0.424125,3.5,-1
17573620,3459,-2.33438,-0.424125,3.5,1
17574729,3466,1.42899,-0.685125,13,-1
17577198,3523,-2.08349,-0.685125,3.5,-1
17577754,3469,1.50535,0,24,-1
17577754,3470,-2.98888,0.685125,8.5,1
17581630,3506,1.1781,-0.80475,3.5,-1
17581630,3507,-0.599957,-0.80475,3.5,1
17582570,3553,1.46171,-0.685125,3.5,1
17582570,3554,1.46171,-0.685125,3.5,1
17582570,3555,1.46171,-0.685125,3.5,1
17585617,3552,1.72351,0.76125,5,1
17587014,3468,1.47262,-0.358875,6,-1
17590264,3507,2.00713,0,3.5,1
17590942,3529,-1.26536,-0.641625,3.5,1
17591012,3486,-0.349066,0.3915,27.5,-1
17595802,3475,-0.414516,-0.511125,2.5,-1
17599644,3460,1.02538,-0.358875,6,-1
17600223,3480,1.4508,-0.511125,5.5,1
17604800,3475,1.74533,0,22,1
17604969,3475,1.4508,-0.685125,7.5,-1
17618287,3498,2.05076,0.511125,10.5,1
17618370,3545,1.36354,-0.41325,5,1
17618370,3546,1.40717,-0.41325,7.5,1
17618370,3547,-1.74533,0.45675,6,-1
17620214,3550,1.49444,0.80475,3.5,-1
17620585,3479,-1.42899,0.424125,3.5,1
17620585,3480,-1.45081,0.511125,3,1
17620925,3517,2.30165,-0.358875,5.5,1
17620925,3519,-1.06901,0.315375,7.5,-1
17621441,3553,-0.850848,-0.641625,3,1
17621441,3554,-0.850848,-0.641625,3,1
17621441,3555,-0.850848,-0.641625,3,1
17621890,3451,1.22173,0,3.5,-1
17621890,3453,-2.01804,0.511125,3,1
17622871,3511,1.77805,-0.358875,7,-1
17623908,3446,1.46171,-0.80475,24.5,1
17624442,3457,1.14537,0.511125,3.5,1
17624442,3457,1.03629,0.358875,3.5,1
17625819,3534,1.39626,0,3.5,-1
17631853,3457,-1.98531,0,139.5,1
17640157,3529,1.61443,-0.80475,6,1
17640157,3531,-1.9744,-0.80475,4.5,-1
17640251,3476,-2.20348,0,4.5,-1
17641373,3477,2.58527,0,4.5,1
17641373,3478,2.65072,0.511125,2.5,1
17645301,3552,1.82169,-0.424125,4.5,-1
17645577,3459,1.12356,0.424125,3.5,-1
17647724,3495,-2.33438,-0.511125,3,-1
17648979,3547,-2.05076,-0.80475,10,-1
17650852,3500,-2.45437,-0.80475,19,-1
17650985,3449,1.31991,-0.685125,3.5,-1
17652197,3504,2.73799,0.532875,3.5,1
17652408,3542,1.36354,-0.685125,4.5,-1
17654000,3487,2.07258,0,3.5,1
17667307,3487,1.55989,0,3.5,1
17667491,3508,-2.27984,0,3,-1
17669155,3540,3.10887,0,2.5,-1
17672085,3503,1.4399,-0.511125,4,1
17672085,3504,3.08705,0,6,-1
17672301,3531,1.63625,-0.80475,3.5,1
17681891,3522,2.15984,-0.206625,3.5,1
17685922,3505,0.403607,-0.685125,5,-1
17687258,3503,1.309,0.424125,3.5,1
17687258,3504,-2.22529,0.80475,3.5,-1
17687258,3504,-2.22529,-0.80475,3.5,-1
17688481,3491,-1.07992,0.685125,7.5,1
17689512,3475,0.927206,-0.76125,4,-1
17694028,3528,2.69435,-0.511125,14,1
17694983,3526,1.76715,-0.358875,4,1
17695833,3479,2.1053,-0.685125,3.5,1
17702512,3553,1.69079,-0.80475,6,1
17702512,3554,1.69079,-0.80475,6,1
17702512,3555,1.69079,-0.80475,6,1
17705456,3546,1.40717,-0.685125,5.5,-1
17705705,3480,1.72351,-0.685125,8.5,1
17705989,3537,1.9744,0,3.5,-1
17706007,3468,2.12712,-0.41325,3.5,-1
17706007,3470,-0.0436333,0.23925,6.5,1
17709821,3538,1.7126,-0.685125,5,1
17710292,3512,-2.12712,-0.76125,4.5,1
17710610,3508,1.86532,-0.80475,3.5,1
17712507,3469,1.52716,-0.467625,5.5,-1
17712600,3550,-2.53073,0.511125,3,-1
17714988,3458,0.338158,0,3.5,-1
17716775,3448,2.65072,0.358875,3.5,1
17716775,3449,2.78162,0.511125,3,1
17720093,3509,-2.00713,-0.45675,3.5,1
17720296,3524,-0.927206,0.685125,3.5,1
17722955,3534,2.46528,-0.511125,6,1
17722955,3535,-0.992656,-0.435,3.5,-1
17723440,3497,1.63625,-0.685125,139.5,1
17724077,3482,-1.63625,-0.76125,32.5,-1
17724834,3476,1.63625,0.054375,7,1
17730846,3534,0.676315,-0.358875,17.5,-1
17730846,3535,0.665407,-0.511125,69,-1
17730846,3536,-2.13803,-0.76125,32.5,1
17738932,3522,1.41808,0.685125,4,-1
17739183,3468,1.13446,-0.435,3,-1
17739183,3469,-2.13803,0.511125,3,1
17740387,3464,2.08349,-0.424125,3.5,1
17744267,3460,2.00713,-0.685125,4,-1
17744267,3462,-0.589049,-0.80475,3.5,1
17745891,3489,-1.8326,-0.80475,9,1
17746468,3455,2.63981,0.467625,5.5,1
17748337,3487,-0.447241,0.6525,5,1
17751806,3532,1.53807,0,9.5,-1
17751806,3533,-1.37445,0,11.5,1
17752051,3498,1.5817,-0.511125,25.5,1
17753013,3463,1.85441,-0.511125,85.5,1
17753013,3464,-0.589049,0,30.5,-1
17754861,3498,-0.829032,-0.467625,98.5,-1
17757492,3462,1.18901,0.685125,3.5,1
17757492,3463,-2.87979,0,4,-1
17758766,3472,1.10174,0.380625,89,1
17758766,3473,-1.47262,-0.45675,64,-1
17759407,3503,-2.44346,0.511125,3.5,-1
17763728,3456,-2.09439,0.467625,6.5,-1
17766187,3504,1.8326,-0.358875,4.5,1
17766187,3506,-2.34529,0,13,-1
17767266,3455,2.44346,0.511125,3.5,1
17767266,3456,-1.42899,0,3.5,-1
17767342,3518,1.07992,0.45675,3,-1
17772098,3498,-2.86889,-0.511125,7.5,-1
17777497,3547,1.87623,0.424125,29.5,-1
17777497,3548,-0.64359,0.685125,8.5,1
17777853,3503,2.02895,0.424125,7.5,-1
17779092,3476,-1.73442,-0.424125,3.5,-1
17781044,3469,1.28718,-0.228375,8.5,-1
17782635,3475,-2.63981,0.511125,3,1
17782834,3508,1.66897,-0.206625,3.5,-1
17782834,3509,1.55989,0.511125,2.5,-1
17786515,3467,1.13446,-0.80475,3.5,-1
17787420,3464,-1.74533,-0.511125,3.5,-1
17791710,3526,1.60352,-0.80475,3.5,1
17792172,3527,1.42899,-0.685125,3.5,-1
17794406,3455,1.24355,-0.511125,4,-1
17795061,3454,1.7126,0,4.5,1
17795061,3455,-1.42899,0.685125,4.5,-1
17796887,3484,1.52716,0,16,1
17796887,3486,-1.18901,0.76125,139.5,-1
17798859,3485,1.4399,-0.511125,16.5,1
17798859,3485,1.41808,-0.358875,5,1
17800120,3505,0.70904,0.467625,6.5,-1
17801749,3546,1.28718,-0.358875,4,-1
17802920,3529,1.00356,-0.685125,3.5,-1
17804321,3496,-1.49444,-0.685125,3.5,1
17806898,3499,-0.403608,-0.511125,3,1
17811997,3459,1.54898,-0.880875,26.5,1
17813993,3546,1.69079,-0.36975,21,1
17814901,3496,-1.54898,-0.80475,12,1
17815628,3537,1.33081,-0.76125,8,-1
17815628,3539,-1.8435,-0.358875,6.5,1
17816256,3544,1.47262,-0.685125,42,1
17817364,3498,1.46171,0,3.5,1
17817364,3499,1.46171,0,7,1
17817527,3534,-1.11265,0.609,3,1
17821874,3519,2.03985,-0.511125,3.5,1
17821874,3520,-2.14894,0.45675,4.5,-1
17822603,3496,1.42899,-0.685125,9.5,-1
17822681,3477,2.05076,-0.3915,3,-1
17823228,3446,-3.09796,0.358875,3.5,-1
17823350,3537,1.74533,-0.685125,3.5,-1
17826014,3495,1.63625,-0.36975,3.5,-1
17826642,3477,1.63625,-0.76125,5.5,1
17827809,3467,1.78896,-0.261,3.5,1
17832138,3510,2.06167,-0.511125,3,1
17836119,3544,1.66897,0.685125,3.5,-1
17836695,3540,2.17075,0,3,1
17842544,3498,2.17075,-0.511125,3,1
17846296,3472,3.14159,-0.685125,3.5,-1
17851233,3445,1.78896,0.685125,9,1
17851272,3520,1.40717,-0.358875,5,-1
17853268,3445,0.927206,0.358875,23,1
17853268,3446,0.949023,0.511125,13,1
17853268,3447,-1.03629,-0.641625,8.5,-1
17854932,3464,1.07992,-0.76125,3,1
17854932,3466,-2.45437,0.23925,7.5,-1
17855543,3528,1.74533,-0.685125,4,1
17856723,3492,0.152716,0,12,-1
17856723,3493,-2.80344,-0.424125,10.5,1
17856723,3494,-2.80344,-0.424125,12,1
17857301,3482,1.48353,0.358875,5.5,1
17857464,3488,-1.74533,0,3.5,-1
17857925,3525,2.71617,-0.685125,5.5,1
17859367,3457,1.33081,0.511125,139.5,-1
17864678,3531,1.60352,0.80475,18,-1
17864678,3532,-1.34172,0.685125,11,1
17864906,3456,2.18166,-0.80475,3.5,1
17864906,3458,-2.1053,-0.685125,3.5,-1
17871361,3468,1.24355,-0.685125,3.5,-1
17871361,3470,-0.916298,-0.641625,3.5,1
17871635,3479,1.51625,0.76125,69.5,-1
17872482,3553,-1.95259,0.80475,8.5,-1
17872482,3554,-1.95259,0.80475,8.5,-1
17872482,3555,-1.95259,0.80475,8.5,-1
17875111,3530,1.27627,0.511125,8.5,1
17875111,3532,-1.03629,-0.184875,7.5,-1
17877554,3515,1.14537,-0.685125,4,-1
17877554,3516,1.05811,-0.511125,3.5,-1
17877554,3517,-0.785398,0,3.5,1
17877784,3450,2.08349,-0.685125,3.5,1
17883786,3553,2.74889,-0.685125,4.5,1
17883786,3553,2.81434,-0.76125,3,1
17883786,3554,2.74889,-0.685125,4.5,1
17883786,3554,2.81434,-0.76125,3,1
17883786,3555,2.74889,-0.685125,4.5,1
17883786,3555,2.81434,-0.76125,3,1
17884829,3473,1.46171,0.76125,5.5,-1
17885050,3538,1.61443,-0.685125,4.5,1
17885050,3539,1.5817,-0.80475,5.5,-1
17885601,3466,1.1781,0.511125,3.5,-1
17885601,3467,-0.861757,0.80475,3.5,1
17887437,3498,-1.36354,-0.424125,3.5,1
17890140,3469,0.970839,-0.80475,6,-1
17890140,3470,-1.5817,-0.467625,8.5,1
17891215,3529,1.59261,0,10,-1
17892529,3456,1.309,-0.23925,17,-1
17892529,3457,1.309,0,17,-1
17892554,3506,1.09083,-0.424125,3.5,-1
17894014,3498,1.41808,-0.358875,4,1
17894173,3446,1.309,-0.685125,3.5,-1
17896131,3486,-2.71617,0,4.5,-1
17896742,3511,-1.74533,-0.76125,41.5,-1
17901544,3479,2.53073,-0.424125,3.5,1
17901544,3481,-1.22173,0.80475,3.5,-1
17902181,3482,1.05811,0,3.5,1
17912426,3513,2.22529,-0.358875,3.5,1
17912591,3454,0.163625,-0.511125,4.5,-1
17912591,3455,-2.87979,-0.424125,3.5,1
17913574,3514,1.86532,-0.424125,3.5,1
17916328,3466,1.63625,-0.76125,54,1
17916328,3468,-1.26536,-0.76125,37,-1
17916506,3541,-1.64715,0.467625,2.5,1
17916776,3470,1.8326,-0.358875,6.5,1
17916976,3521,-0.621774,-0.76125,3,1
17917627,3464,1.72351,0,5,1
17917627,3465,1.7126,0,5.5,1
17917627,3466,-1.72351,-0.3915,3,-1
17918337,3498,-1.76715,-0.76125,3,1
17919149,3500,-1.64715,0.685125,9.5,1
17919812,3543,-0.883573,0.489375,3,1
17920302,3482,0.992656,0,2.5,1
17922190,3459,-1.9744,0.511125,8.5,-1
17923981,3455,-0.861757,-0.641625,4,1
17923981,3455,-0.938114,0,4,1
17924949,3502,2.73799,-0.261,3.5,1
17928522,3489,2.57436,0,6,1
17928522,3489,2.6289,-0.511125,4,1
17928522,3490,-1.41808,0,6,-1
17928522,3490,-0.894481,-0.435,3.5,-1
17930809,3488,1.67988,0,3,1
17930809,3489,-1.61443,-0.6525,3.5,-1
17931404,3536,1.0472,0.511125,3,-1
17933267,3477,1.75624,-0.685125,4.5,1
17937062,3453,2.01804,-0.358875,3.5,-1
17942066,3527,-1.47262,0.467625,3,-1
17942400,3461,1.48353,-0.424125,10.5,-1
17944330,3525,1.37445,-0.424125,3.5,-1
17944367,3541,2.50891,0.358875,3.5,1
17961889,3549,0.763582,-0.685125,4.5,-1
17962319,3514,1.77805,-0.358875,10.5,-1
17962319,3515,1.76715,-0.511125,16,-1
17962319,3516,-1.39626,-0.424125,17,1
17962779,3470,-1.63625,0.80475,3.5,-1
17964662,3491,1.65806,-0.532875,3.5,1
17965054,3525,1.47262,0,23,-1
17966417,3541,1.39626,-0.489375,8,1
17966952,3468,1.98531,-0.358875,3.5,1
17966952,3469,2.1053,-0.511125,3,1
17971073,3537,1.88714,0.80475,32.5,-1
17971073,3538,0.916298,0.511125,2.5,-1
17971415,3462,1.74533,0,4.5,1
17974141,3500,-0.578141,-0.80475,3.5,1
17975515,3549,1.69079,0.511125,3.5,-1
17975939,3532,2.21439,0.261,4.5,1
17980319,3494,1.74533,-0.511125,50.5,1
17982205,3535,1.12356,-0.163125,5.5,-1
17986153,3535,1.69079,0.6525,13.5,1
17986153,3536,-1.93077,0.76125,8.5,-1
17987198,3492,1.61443,-0.80475,7,1
17987198,3494,-2.7598,-0.511125,18,1
17987198,3494,-2.71617,-0.358875,3.5,-1
17988638,3446,-1.99622,-0.76125,8,1
17989011,3508,-1.52716,0.511125,3,1
17991396,3545,-1.33081,-0.424125,57.5,-1
17992453,3508,1.29809,-0.685125,3.5,-1
17992755,3519,-1.53807,-0.076125,7,1
17993223,3512,-1.5708,-0.467625,4,1
17993922,3552,1.22173,0,3.5,-1
17997011,3524,1.36354,0.511125,4.5,-1
17997011,3525,-1.24355,-0.23925,7.5,1
17997483,3520,1.5817,0.80475,3.5,1
17997483,3522,-2.71617,0.80475,3.5,-1
17998404,3511,1.05811,-0.685125,38,-1
17998404,3513,-1.99622,-0.424125,139.5,-1
17998479,3536,1.7126,-0.685125,11,1
17999954,3518,-3.09796,-0.511125,3.5,-1
18001597,3503,1.0472,0.45675,4.5,1
18001597,3504,1.10174,0.435,4.5,1
18001597,3505,-2.96706,-0.41325,5.5,-1
18005647,3460,1.49444,0.424125,5,-1
18005986,3536,2.84707,0,4,1
18008198,3552,-0.70904,0.76125,2.5,-1
18008446,3510,-0.349066,-0.054375,3,1
18008446,3510,-0.469057,-0.054375,3.5,1
18008720,3475,1.49444,-0.261,3.5,-1
18008761,3509,1.50535,-0.76125,31,1
18008761,3511,-1.93077,-0.80475,3.5,1
18012394,3537,2.27984,0,3.5,-1
18012394,3538,2.15984,0,3,-1
18013056,3536,1.53807,0,38,-1
18013056,3537,1.52716,0,42,-1
18013056,3538,-1.69079,0.685125,3.5,1
18014936,3536,1.4399,0.424125,10,-1
18022308,3473,1.06901,-0.685125,3.5,-1
18023856,3526,1.16719,-0.76125,15,-1
18025780,3525,-0.610865,0.641625,3.5,1
18025780,3525,-0.70904,0.641625,3.5,1
18027088,3459,-0.152716,0,3.5,-1
18037190,3525,2.0944,0.424125,130.5,-1
18037190,3527,-0.021817,0.424125,19,-1
18038307,3472,-2.78162,0,7.5,-1
18039284,3547,1.47262,-0.358875,10.5,1
18039284,3548,1.49444,-0.511125,6,1
18041643,3468,-0.70904,-0.685125,3.5,1
18043766,3489,3.10887,-0.511125,2.5,-1
18043864,3494,-1.40717,-0.76125,3.5,1
18049478,3497,1.77805,-0.261,7,1
18059482,3467,1.29809,0,13,-1
18059482,3469,-1.87623,0.467625,19,1
18060340,3501,0.621774,0,6,-1
18060340,3503,-2.11621,0.511125,13,1
18060808,3482,1.05811,-0.685125,7,1
18060808,3484,-2.2362,-0.3915,7.5,-1
18062190,3511,0.981748,0.685125,4,-1
18066656,3496,1.02538,0.511125,3,-1
18071636,3507,1.60352,0.163125,9,-1
18081987,3542,2.00713,0.685125,3.5,1
18083342,3541,0.883573,-0.76125,3,1
18083342,3543,-2.87979,-0.511125,4.5,-1
18085642,3519,1.26536,0.467625,5.5,-1
18086276,3474,1.59261,0.206625,9,-1
18086615,3528,1.54898,-0.424125,16,1
18086615,3530,-0.818123,0,9.5,-1
18090793,3526,-1.62534,-0.80475,6,-1
18093614,3461,1.94168,0,5,1
18096325,3458,1.62534,0,3,1
18096397,3538,-1.38536,0.685125,5.5,1
18097316,3537,1.79987,-0.358875,4.5,1
18100130,3501,-1.85441,0.685125,5.5,1
18103788,3472,1.40717,-0.424125,5,1
18108842,3468,-2.50891,-0.511125,3,1
18108891,3521,-2.35619,0.80475,3.5,-1
18110877,3460,-1.9635,-0.358875,38,-1
18110961,3515,1.4399,-0.511125,5.5,1
18111018,3491,-1.60352,-0.76125,3,1
18112697,3495,1.89805,-0.80475,3.5,1
18113177,3473,1.23264,0.163125,45.5,1
18113177,3474,-2.06167,-0.1305,36.5,-1
18113636,3479,1.4399,-0.80475,4,-1
18115798,3511,2.00713,-0.80475,3.5,1
18115798,3513,-1.85441,-0.358875,4,-1
18116828,3461,1.60352,-0.80475,12,1
18117706,3452,1.79987,0,3.5,-1
18118304,3488,0.850848,0,3.5,-1
18118407,3523,-2.35619,0,86.5,1
18118489,3525,1.5817,0,5,-1
18120708,3499,1.73442,0.685125,4.5,1
18124124,3480,1.46171,0,4.5,1
18125905,3473,3.10887,0.76125,3.5,-1
18126345,3448,1.74533,0,3,1
18132166,3466,-2.17075,-0.3915,5.5,1
18134039,3476,1.59261,0.685125,7.5,1
18134599,3509,1.54898,0.3915,16,1
18135458,3448,1.48353,0.206625,3.5,-1
18136435,3445,1.79987,-0.315375,12,1
18141181,3539,2.0944,0.358875,3.5,-1
18143556,3542,-2.65072,0,6,-1
18145112,3467,2.55254,0.358875,3.5,1
18145112,3468,2.69435,0.511125,3,1
18146183,3455,0.141808,0.80475,3.5,-1
18146916,3478,1.16719,-0.80475,3.5,-1
18153519,3477,1.46171,0.685125,5.5,1
18153519,3479,-2.05076,0.76125,6.5,-1
18153989,3499,1.01447,0.685125,4,-1
18154623,3477,1.06901,0.685125,4.5,-1
18155993,3553,1.09083,0,16.5,1
18155993,3554,1.09083,0,16.5,1
18155993,3555,1.09083,0,16.5,1
18156861,3550,1.00356,0.511125,3,1
18157742,3456,0.894481,0,4,1
18157742,3458,-2.68344,-0.424125,3.5,-1
18158050,3499,0.938114,0.424125,8,1
18158050,3501,-2.58527,0.3915,7.5,-1
18168139,3448,2.26893,-0.685125,29,1
18171082,3451,2.19257,0.511125,3,1
18175633,3458,0.949023,-0.358875,3.5,-1
18177821,3501,1.77805,0.685125,3.5,-1
18177821,3502,1.69079,0.80475,3.5,-1
18177821,3503,-0.719949,0.641625,3.5,1
18177821,3504,-0.70904,0.424125,3.5,1
18178205,3538,1.95259,0.511125,11.5,1
18178205,3539,-1.64715,0.76125,8.5,-1
18181044,3530,1.42899,0,7,-1
18184193,3523,1.7126,-0.80475,8.5,1
18184193,3524,-1.26536,-0.80475,7.5,-1
18184743,3534,1.98531,-0.358875,5,1
18184817,3499,-1.39626,-0.380625,3.5,1
18186551,3517,1.46171,0.358875,3.5,1
18186551,3518,1.5708,0.511125,3.5,1
18186551,3519,-2.60709,0.511125,4.5,-1
18186551,3519,-2.47619,0.358875,3.5,-1
18186641,3529,1.54898,0,11.5,1
18188519,3471,1.14537,-0.358875,3.5,-1
18188616,3525,1.7126,0.054375,4,-1
18188616,3527,-0.992656,-0.467625,4,1
18188669,3485,2.98888,0.511125,3,1
18190470,3450,2.03985,-0.28275,3,1
18191034,3511,-1.42899,-0.511125,7.5,-1
18191425,3483,-0.665407,-0.511125,3.5,1
18195711,3535,0.599957,-0.315375,50.5,1
18195711,3536,-2.46528,0.10875,48,-1
18200274,3514,1.67988,-0.424125,7,-1
18204769,3490,-1.5817,0,19,-1
18205186,3529,0.425424,0.80475,11,1
18206139,3546,1.48353,-0.511125,6.5,-1
18206139,3547,-1.00356,0,5,1
18207118,3522,2.01804,0.80475,4,1
18207118,3524,-1.7017,0,4.5,-1
18213144,3496,-1.54898,-0.685125,10,1
18213834,3457,0.959931,-0.358875,4.5,1
18213834,3459,-1.41808,0.76125,3.5,-1
18214921,3473,1.34172,0.511125,4,-1
18214921,3474,-1.38536,0.685125,4.5,1
18215873,3511,-1.40717,-0.685125,4.5,1
18218083,3489,1.4508,-0.358875,3.5,-1
18219336,3536,2.06167,-0.358875,3.5,1
18227357,3494,1.46171,-0.685125,7.5,1
18227930,3521,0.77449,0.261,11,-1
18227930,3523,-1.99622,-0.261,12,1
18228859,3462,1.7126,0.685125,3.5,-1
18230982,3551,1.34172,0.511125,11.5,-1
18232336,3496,-2.46528,0,4.5,-1
18233839,3452,1.62534,0.80475,5,1
18235766,3465,1.76715,-0.685125,3.5,1
18237933,3542,-2.11621,0.511125,3,-1
18238574,3529,1.59261,-0.80475,85.5,-1
18240721,3511,-0.90539,0,4,1
18242030,3452,2.26893,-0.511125,3,1
18244331,3523,2.11621,0,3.5,1
18244331,3524,2.2362,0.511125,3,1
18244352,3492,-2.77071,-0.76125,3.5,-1
18247655,3449,-0.883573,-0.641625,2.5,1
18247655,3451,-0.916298,-0.641625,2.5,1
18247655,3452,-1.11265,0.206625,3.5,1
18249307,3475,-1.51625,-0.685125,3,1
18249307,3475,-1.7017,-0.685125,3.5,1
18252542,3541,-1.5708,0.80475,58.5,-1
18252907,3526,-2.12712,-0.76125,76.5,-1
18255497,3445,1.05811,-0.358875,3.5,-1
18255497,3447,-1.39626,-0.358875,3.5,1
18256152,3467,1.29809,-0.685125,3.5,-1
18257567,3509,1.95259,-0.424125,6,1
18257567,3511,-1.42899,-0.685125,5,-1
18262900,3512,1.15628,-0.511125,3,-1
18266572,3542,0.883573,-0.685125,5,1
18266726,3480,2.17075,-0.511125,3,1
18267824,3482,1.60352,0,4.5,-1
18267824,3484,-1.01447,0.685125,3.5,1
18268253,3549,-1.13446,-0.76125,50.5,1
18269392,3491,1.72351,-0.511125,9,-1
18269392,3493,-1.07992,-0.184875,9,1
18269808,3527,-1.64715,-0.511125,6.5,1
18270105,3504,1.13446,-0.358875,3.5,-1
18270997,3509,-0.959931,0,38,-1
18270997,3509,-0.959931,0,11,1
18271946,3534,-2.50891,0.511125,10,-1
18271946,3535,-2.47619,0.532875,4.5,-1
18273077,3484,1.67988,0.511125,17,1
18273378,3544,1.53807,-0.467625,3,-1
18274635,3459,-2.22529,0.685125,3.5,-1
18275889,3506,1.26536,0,33,1
18275889,3508,-2.19257,0,53.5,-1
18276738,3449,-2.57436,0.511125,4.5,1
18278436,3510,0.829031,0,3.5,-1
18281843,3464,-0.90539,0.609,3.5,1
18291020,3509,-1.86532,0,3.5,-1
18293763,3455,-0.796306,-0.641625,8.5,1
18300255,3513,1.49444,0.609,6.5,1
18300502,3481,1.51625,-0.358875,11.5,1
18303295,3502,-2.15985,0.511125,34.5,1
18306882,3489,-1.10174,-0.3915,6,-1
18307105,3552,2.53073,0,5.5,1
18309646,3477,1.67988,-0.685125,3.5,-1
18311052,3517,1.75624,-0.76125,9.5,1
18317391,3542,2.32347,0.358875,4.5,1
18317906,3552,-2.45437,0.3915,10.5,-1
18319578,3514,2.1053,0.511125,3,1
18319578,3514,1.98531,0,3.5,1
18321819,3450,-1.53807,0.76125,6.5,-1
18328031,3551,2.6289,-0.315375,3.5,1
18328031,3552,-1.1781,0.163125,3.5,-1
18329907,3537,1.81078,0.685125,4,1
18350425,3508,1.74533,-0.358875,4.5,1
18355254,3530,1.1781,-0.424125,3.5,-1
18355254,3531,1.1781,-0.511125,6,-1
18365339,3535,2.24711,0.10875,3,1
18368308,3547,1.7126,0,20.5,-1
18371629,3496,-1.81078,-0.511125,9.5,-1
18372935,3466,1.49444,-0.511125,3,1
18372935,3467,-2.72708,0,3.5,-1
18377019,3523,1.8326,0,3.5,1
18377019,3524,-1.74533,0.424125,3.5,-1
18377856,3491,1.88714,-0.80475,3.5,1
18378595,3490,1.16719,-0.80475,3.5,-1
18378595,3491,-0.621774,-0.511125,5.5,1
18378595,3491,-0.70904,-0.358875,3.5,1
18379270,3536,2.08349,-0.511125,3,1
18379270,3537,-1.26536,0,3,-1
18379763,3491,1.61443,-0.80475,4.5,1
18380592,3449,1.9744,0.435,3.5,1
18380592,3450,-2.43255,0,9.5,-1
18380592,3450,-2.38892,-0.358875,4.5,-1
18384387,3484,-2.38892,-0.206625,3.5,-1
18384988,3540,1.0472,0.358875,3.5,-1
18384988,3542,-1.46171,0.685125,3.5,1
18386302,3471,1.4508,0.511125,6.5,1
18390230,3456,-2.33438,-0.80475,3.5,-1
18390794,3491,-1.41808,-0.511125,3,1
18390794,3491,-1.53807,-0.358875,3.5,1
18395382,3536,1.42899,-0.76125,9,-1
18395499,3536,1.9744,0,27,1
18395499,3537,-1.52716,-0.36975,26.5,-1
18400940,3463,1.34172,-0.3915,6.5,-1
18400940,3465,-2.02895,0,6.5,1
18408031,3477,2.27984,-0.23925,6.5,1
18418726,3455,-3.01069,0,107.5,1
18418837,3508,0.959931,0.358875,4,-1
18421344,3489,1.65806,-0.685125,4.5,1
18424695,3460,-2.12712,-0.3915,6,1
18425492,3488,2.07258,0,3.5,1
18425492,3489,-2.02895,0.358875,3.5,-1
18426928,3486,-1.35263,0,9,1
18428258,3514,-2.09439,0.685125,3.5,1
18430431,3553,1.39626,-0.80475,3.5,-1
18430431,3554,1.39626,-0.80475,3.5,-1
18430431,3555,1.39626,-0.80475,3.5,-1
18431553,3477,1.41808,0.163125,45,-1
18431553,3478,-2.71617,-0.424125,139.5,1
18438090,3545,1.61443,-0.163125,139.5,1
18438407,3453,-1.8435,-0.76125,12,-1
18439512,3474,1.42899,0.424125,3.5,-1
18439512,3475,-1.05811,0.80475,3.5,1
18439703,3485,-1.99622,-0.685125,3.5,-1
18441465,3552,2.44346,-0.1305,3,1
18441465,3553,-1.65806,0.054375,3.5,-1
18441465,3554,-1.65806,0.054375,3.5,-1
18441465,3555,-1.65806,0.054375,3.5,-1
18442352,3541,1.94168,0.80475,6,1
18442352,3543,-1.15628,0,6,-1
18442571,3452,1.01447,0,4.5,-1
18443854,3458,2.18166,0.685125,3.5,1
18445026,3530,2.12712,0,4,1
18446695,3459,1.9744,-0.511125,3,1
18449798,3511,1.00356,0.76125,11.5,-1
18449798,3513,-2.32347,0.3915,6.5,1
18450338,3538,-1.9744,-0.685125,3.5,-1
18454106,3468,-0.90539,0.435,3,1
18460013,3549,-1.72351,-0.76125,10,-1
18460798,3488,1.72351,-0.511125,3,1
18460897,3487,2.22529,0.685125,3.5,1
18467082,3451,0.589049,0.511125,3.5,-1
18467082,3452,-2.06167,0.467625,3.5,1
18472605,3473,0.51269,-0.685125,3.5,-1
18473156,3545,-2.2362,0.685125,3.5,-1
18473820,3497,1.61443,0,5.5,1
18473820,3498,1.64715,0,7,1
18473820,3499,0.305433,0.511125,3.5,-1
18477814,3530,1.60352,-0.80475,7,1
18477814,3531,-2.67254,-0.511125,27,-1
